Title,Price,Address,Beds,Neighborhood,Latitude,Longitude
"113 S Paulina St Unit 3, Chicago, IL","$1,775","113 S Paulina St Unit 3, Chicago, IL",2 Bed,Near West Side,41.8796729,-87.6689789
"113 S Paulina St Unit 2, Chicago, IL","$1,800","113 S Paulina St Unit 2, Chicago, IL",3 Bed,Near West Side,41.8796729,-87.6689789
"1807 S Ashland Ave Unit 1, Chicago, IL","$2,000","1807 S Ashland Ave Unit 1, Chicago, IL",3 Bed,Lower West Side,41.8574776,-87.66582849999999
"1260 W Washington Blvd Unit 602, Chicago, IL","$2,490","1260 W Washington Blvd Unit 602, Chicago, IL",1 Bed,West Loop,41.8832014,-87.6591024
"935 W Washington Blvd Unit 1s, Chicago, IL","$2,320","935 W Washington Blvd Unit 1s, Chicago, IL",1 Bed,West Loop,41.8830503,-87.65119299999999
"935 W Washington Blvd Unit 0s, Chicago, IL","$1,990","935 W Washington Blvd Unit 0s, Chicago, IL",Studio,West Loop,41.8830503,-87.65119299999999
"917 W Washington Blvd Unit 405, Chicago, IL","$2,640","917 W Washington Blvd Unit 405, Chicago, IL",1 Bed,West Loop,41.88288379999999,-87.65046099999999
"2022 S Throop St Unit 1W, Chicago, IL","$1,925","2022 S Throop St Unit 1W, Chicago, IL",2 Bed,Lower West Side,41.8544065,-87.65900769999999
"1923 S Peoria St Unit 1R, Chicago, IL","$1,150","1923 S Peoria St Unit 1R, Chicago, IL",2 Bed,Lower West Side,41.8559606,-87.6480687
"1527 W Cullerton St Unit 2, Chicago, IL","$1,650","1527 W Cullerton St Unit 2, Chicago, IL",3 Bed,Lower West Side,41.854822,-87.664726
"1820 W 18th St Unit 3, Chicago, IL","$1,895","1820 W 18th St Unit 3, Chicago, IL",3 Bed,Lower West Side,41.8579209,-87.67196360000001
"130 S Canal St Unit 804!, Chicago, IL","$3,300","130 S Canal St Unit 804!, Chicago, IL",Condo for Rent,West Loop,41.8796423,-87.6403721
"2109 W Polk St Unit 02, Chicago, IL","$2,200","2109 W Polk St Unit 02, Chicago, IL",Condo for Rent,Tri-Taylor,41.87125229999999,-87.679169
"200 N Ada St Unit 13, Chicago, IL","$2,510","200 N Ada St Unit 13, Chicago, IL",1 Bed,West Loop,41.8854547,-87.6607605
"600 W Madison St Unit 1003, Chicago, IL","$2,045","600 W Madison St Unit 1003, Chicago, IL",Studio,West Loop,41.8820786,-87.64319560000001
"600 W Madison St Unit 913, Chicago, IL","$2,665","600 W Madison St Unit 913, Chicago, IL",1 Bed,West Loop,41.8820786,-87.64319560000001
"562 W 18th St Unit 1W, Chicago, IL","$3,300","562 W 18th St Unit 1W, Chicago, IL",Condo for Rent,East Pilsen,41.8578024,-87.6413675
"562 W 18th St Unit 3E, Chicago, IL","$3,900","562 W 18th St Unit 3E, Chicago, IL",Condo for Rent,East Pilsen,41.8578024,-87.6413675
"912 W Lake St Unit 05-B, Chicago, IL","$2,305","912 W Lake St Unit 05-B, Chicago, IL",Condo for Rent,Fulton Market,41.8857576,-87.6499092
"659 W Randolph St Unit #411, Chicago, IL","$2,250","659 W Randolph St Unit #411, Chicago, IL",Condo for Rent,West Loop,41.8840031,-87.6447048
"817 W Lake St Unit 120, Chicago, IL","$2,428","817 W Lake St Unit 120, Chicago, IL",1 Bed,West Loop,41.885407,-87.648237
"817 W Lake St Unit 120, Chicago, IL","$4,398","817 W Lake St Unit 120, Chicago, IL",3 Bed,West Loop,41.885407,-87.648237
"1837 S Canalport Ave Unit 3W, Chicago, IL","$4,200","1837 S Canalport Ave Unit 3W, Chicago, IL",Condo for Rent,East Pilsen,41.856811,-87.641115
"100 N Hermitage Ave Unit 915, Chicago, IL","$1,600","100 N Hermitage Ave Unit 915, Chicago, IL",Condo for Rent,Near West Side,41.8837029,-87.67095979999999
"2111 S Halsted St Unit 406, Chicago, IL","$2,475","2111 S Halsted St Unit 406, Chicago, IL",Condo for Rent,East Pilsen,41.8537851,-87.6464127
"801 S Wells St Unit 1011, Chicago, IL","$2,700","801 S Wells St Unit 1011, Chicago, IL",1 Bed,Chicago Loop,41.8720138,-87.6334401
"235 Van Buren W St Unit 3619, Chicago, IL","$2,400","235 Van Buren W St Unit 3619, Chicago, IL",2 Bed,Chicago Loop,41.8765303,-87.6347529
"1138 S Delano Ct Unit 411, Chicago, IL","$2,699","1138 S Delano Ct Unit 411, Chicago, IL",2 Bed,Chicago Loop,41.8679316,-87.6329896
"834 W Fulton Market Unit 120, Chicago, IL","$2,496","834 W Fulton Market Unit 120, Chicago, IL",1 Bed,Fulton Market,41.8869058,-87.6491317
"2223 W Polk St Unit 2, Chicago, IL","$3,000","2223 W Polk St Unit 2, Chicago, IL",Condo for Rent,Tri-Taylor,41.8712023,-87.6822869
"2225 Polk W St Unit 2, Chicago, IL","$3,000","2225 Polk W St Unit 2, Chicago, IL",Condo for Rent,Tri-Taylor,41.8712115,-87.6822893
"501 S Wells St Unit 1716, Chicago, IL","$1,703","501 S Wells St Unit 1716, Chicago, IL",1 Bed,Chicago Loop,41.875826,-87.63334669999999
"2200 Harrison W St Unit 813, Chicago, IL","$1,500","2200 Harrison W St Unit 813, Chicago, IL",Condo for Rent,Tri-Taylor,41.8744605,-87.6816923
"150 N Clinton St Unit 137, Chicago, IL","$2,317","150 N Clinton St Unit 137, Chicago, IL",1 Bed,West Loop,41.88481050000001,-87.6416201
"150 N Clinton St Unit 137, Chicago, IL","$1,865","150 N Clinton St Unit 137, Chicago, IL",Studio,West Loop,41.88481050000001,-87.6416201
"1154 S Clark St Unit 1514, Chicago, IL","$1,950","1154 S Clark St Unit 1514, Chicago, IL",1 Bed,Chicago Loop,41.8681604,-87.63113510000001
"2002 W Warren Blvd Unit 5SE, Chicago, IL","$1,950","2002 W Warren Blvd Unit 5SE, Chicago, IL",2 Bed,Near West Side,41.88238270000001,-87.6770853
"2000 W Warren Blvd Unit 5SW, Chicago, IL","$2,150","2000 W Warren Blvd Unit 5SW, Chicago, IL",Condo for Rent,Near West Side,41.8822714,-87.6767239
"2109 W 18th St Unit 1, Chicago, IL","$1,199","2109 W 18th St Unit 1, Chicago, IL",1 Bed,Lower West Side,41.8574428,-87.6788614
"161 N Canal St Unit 3501, Chicago, IL","$2,935","161 N Canal St Unit 3501, Chicago, IL",2 Bed,West Loop,41.88475529999999,-87.6393035
"616 W Fulton St Unit 404F, Chicago, IL","$2,500","616 W Fulton St Unit 404F, Chicago, IL",Condo for Rent,West Loop,41.8871087,-87.64385349999999
"820 S Park Terrace Unit 302, Chicago, IL","$1,936","820 S Park Terrace Unit 302, Chicago, IL",1 Bed,Chicago Loop,41.8716348,-87.63028159999999
"811 S Claremont Ave Unit 3, Chicago, IL","$2,295","811 S Claremont Ave Unit 3, Chicago, IL",3 Bed,Tri-Taylor,41.8709408,-87.68471679999999
"1340 W Hubbard St Unit 1, Chicago, IL","$1,900","1340 W Hubbard St Unit 1, Chicago, IL",2 Bed,West Town,41.8902692,-87.66061479999999
"2047 N Hoyne Ave Unit 2RS, Chicago, IL","$1,650","2047 N Hoyne Ave Unit 2RS, Chicago, IL",Studio,West Town,41.8902159,-87.67873809999999
"370 N Desplaines St Unit 6, Chicago, IL","$1,958","370 N Desplaines St Unit 6, Chicago, IL",1 Bed,West Loop,41.8886842,-87.6451007
"447 N Carpenter St Unit 2R, Chicago, IL","$1,925","447 N Carpenter St Unit 2R, Chicago, IL",1 Bed,West Town,41.8903347,-87.65333439999999
"2056 W Cullerton St Unit 2, Chicago, IL","$1,850","2056 W Cullerton St Unit 2, Chicago, IL",4 Bed,Lower West Side,41.8550992,-87.67809079999999
"225 N Canal St Unit 1, Chicago, IL","$1,860","225 N Canal St Unit 1, Chicago, IL",Studio,West Loop,41.8859018,-87.6397721
"225 N Canal St Unit 1, Chicago, IL","$2,250","225 N Canal St Unit 1, Chicago, IL",1 Bed,West Loop,41.8859018,-87.6397721
"410 N Milwaukee Ave Unit 501, Chicago, IL","$1,985","410 N Milwaukee Ave Unit 501, Chicago, IL",1 Bed,West Town,41.8895581,-87.6462415
"410 N Milwaukee Ave Unit 3804, Chicago, IL","$1,892","410 N Milwaukee Ave Unit 3804, Chicago, IL",Studio,West Town,41.8895581,-87.6462415
"2153 W 18th Pl Unit 3, Chicago, IL","$1,800","2153 W 18th Pl Unit 3, Chicago, IL",2 Bed,Lower West Side,41.8565095,-87.6805193
"814 Hubbard W St Unit 201, Chicago, IL","$1,581","814 Hubbard W St Unit 201, Chicago, IL",Condo for Rent,West Town,41.8903,-87.64845199999999
"1247 S Plymouth Ct, Chicago, IL","$6,500","1247 S Plymouth Ct, Chicago, IL",House for Rent,Near South Side,41.8661032,-87.6282172
"579 Kinzie W St Unit 3205, Chicago, IL","$1,725","579 Kinzie W St Unit 3205, Chicago, IL",1 Bed,West Loop,41.888909,-87.64271959999999
"801 S State St Unit 2203, Chicago, IL","$1,990","801 S State St Unit 2203, Chicago, IL",1 Bed,Chicago Loop,41.8716769,-87.6272856
"231 W 18th St Unit 4B, Chicago, IL","$1,980","231 W 18th St Unit 4B, Chicago, IL",Condo for Rent,Armour Square,41.85741669999999,-87.6328376
"600 W Kinzie St Unit 2501, Chicago, IL","$1,865","600 W Kinzie St Unit 2501, Chicago, IL",1 Bed,West Town,41.8895838,-87.6437028
"811 S State St Unit 1810, Chicago, IL","$2,085","811 S State St Unit 1810, Chicago, IL",2 Bed,Chicago Loop,41.8713734,-87.6272322
"656 W Hubbard St Unit 2704, Chicago, IL","$1,919","656 W Hubbard St Unit 2704, Chicago, IL",Studio,West Town,41.8903077,-87.64520619999999
"1 E 8th St Unit 802, Chicago, IL","$2,300","1 E 8th St Unit 802, Chicago, IL",Condo for Rent,Chicago Loop,41.8713863,-87.62707089999999
"2223 W 18th Pl Unit 1R, Chicago, IL","$1,400","2223 W 18th Pl Unit 1R, Chicago, IL",2 Bed,Lower West Side,41.8563433,-87.6818278
"1402 S State St Unit A12, Chicago, IL","$1,899","1402 S State St Unit A12, Chicago, IL",1 Bed,Near South Side,41.8638426,-87.6276795
"212 W Randolph St Unit 913, Chicago, IL","$1,579","212 W Randolph St Unit 913, Chicago, IL",Studio,Chicago Loop,41.8848137,-87.6346018
"1325 S State St Unit 415, Chicago, IL","$2,180","1325 S State St Unit 415, Chicago, IL",1 Bed,Near South Side,41.8647851,-87.6270065
"1639 Grand W Ave Unit 202, Chicago, IL","$2,675","1639 Grand W Ave Unit 202, Chicago, IL",2 Bed,West Town,41.890727,-87.668705
"223 W Lake St Unit 2n, Chicago, IL","$4,799","223 W Lake St Unit 2n, Chicago, IL",3 Bed,Chicago Loop,41.8853654,-87.6349197
"2000 S Wells St Unit 2F, Chicago, IL","$1,400","2000 S Wells St Unit 2F, Chicago, IL",Condo for Rent,Armour Square,41.8555439,-87.6333011
"900 S Wabash Ave Unit 506, Chicago, IL","$2,000","900 S Wabash Ave Unit 506, Chicago, IL",Condo for Rent,Chicago Loop,41.8703645,-87.62638749999999
"110 W Madison St Unit 35, Chicago, IL","$1,996","110 W Madison St Unit 35, Chicago, IL",1 Bed,Chicago Loop,41.8821416,-87.6314189
"110 W Madison St Unit 35, Chicago, IL","$1,675","110 W Madison St Unit 35, Chicago, IL",Studio,Chicago Loop,41.8821416,-87.6314189
"110 W Madison St Unit 35, Chicago, IL","$1,780","110 W Madison St Unit 35, Chicago, IL",Studio,Chicago Loop,41.8821416,-87.6314189
"2447 Lexington W St Unit 3, Chicago, IL","$1,950","2447 Lexington W St Unit 3, Chicago, IL",3 Bed,Tri-Taylor,41.8718188,-87.6880223
"1530 S State St Unit 918, Chicago, IL","$2,300","1530 S State St Unit 918, Chicago, IL",Condo for Rent,Near South Side,41.8612054,-87.6284311
"1446 N Leavitt St Unit 2R, Chicago, IL","$2,600","1446 N Leavitt St Unit 2R, Chicago, IL",4 Bed,West Town,41.9081052,-87.68260029999999
"660 W Grand Ave Unit 3WEST, Chicago, IL","$1,900","660 W Grand Ave Unit 3WEST, Chicago, IL",Condo for Rent,West Town,41.891317,-87.64530429999999
"1503 S State St Unit #812, Chicago, IL","$3,500","1503 S State St Unit #812, Chicago, IL",Condo for Rent,Near South Side,41.8616085,-87.626904
"1464 W Ohio St Unit 2, Chicago, IL","$1,800","1464 W Ohio St Unit 2, Chicago, IL",2 Bed,West Town,41.8926729,-87.6648321
"2333 W Madison St Unit 615, Chicago, IL","$2,007","2333 W Madison St Unit 615, Chicago, IL",1 Bed,Near West Side,41.8805371,-87.6856373
"910 S Michigan Ave Unit #616, Chicago, IL","$2,500","910 S Michigan Ave Unit #616, Chicago, IL",Condo for Rent,Chicago Loop,41.8701636,-87.6248468
"501 N Clinton St Unit 3006, Chicago, IL","$4,000","501 N Clinton St Unit 3006, Chicago, IL",2 Bed,West Town,41.8910233,-87.6421903
